identifier,category,enum_type,description
画质清晰,Video Scene Effects,VideoSceneEffectType,Free
白鸽,Video Scene Effects,VideoSceneEffectType,Free
相机抓拍,Video Scene Effects,VideoSceneEffectType,Free
相机框抖动,Video Scene Effects,VideoSceneEffectType,Free
相片定格,Video Scene Effects,VideoSceneEffectType,Free
真爱至上,Video Scene Effects,VideoSceneEffectType,Free
矩形闪白,Video Scene Effects,VideoSceneEffectType,Free
矩阵频闪,Video Scene Effects,VideoSceneEffectType,Free
碎闪描边,Video Scene Effects,VideoSceneEffectType,Free
磁带DV,Video Scene Effects,VideoSceneEffectType,Free
磨砂水晶,Video Scene Effects,VideoSceneEffectType,Free
神龙纳福,Video Scene Effects,VideoSceneEffectType,Free
秋日暖阳,Video Scene Effects,VideoSceneEffectType,Free
移轴模糊,Video Scene Effects,VideoSceneEffectType,Free
竖向开幕,Video Scene Effects,VideoSceneEffectType,Free
竖向闪光,Video Scene Effects,VideoSceneEffectType,Free
竖线屏闪,Video Scene Effects,VideoSceneEffectType,Free
竖闪模糊,Video Scene Effects,VideoSceneEffectType,Free
童趣闪电,Video Scene Effects,VideoSceneEffectType,Free
粉雪,Video Scene Effects,VideoSceneEffectType,Free
粒子放射,Video Scene Effects,VideoSceneEffectType,Free
精致辉光,Video Scene Effects,VideoSceneEffectType,Free
紫光夜,Video Scene Effects,VideoSceneEffectType,Free
繁花棱镜II,Video Scene Effects,VideoSceneEffectType,Free
红包来了,Video Scene Effects,VideoSceneEffectType,Free
红包转转,Video Scene Effects,VideoSceneEffectType,Free
红蓝魔,Video Scene Effects,VideoSceneEffectType,Free
红边模糊,Video Scene Effects,VideoSceneEffectType,Free
纵向跳动,Video Scene Effects,VideoSceneEffectType,Free
纸质抽帧,Video Scene Effects,VideoSceneEffectType,Free
线光变速,Video Scene Effects,VideoSceneEffectType,Free
绚丽光斑,Video Scene Effects,VideoSceneEffectType,Free
缤纷,Video Scene Effects,VideoSceneEffectType,Free
缤纷彩带,Video Scene Effects,VideoSceneEffectType,Free
缤纷烟花,Video Scene Effects,VideoSceneEffectType,Free
缩放运镜,Video Scene Effects,VideoSceneEffectType,Free
网点丝印,Video Scene Effects,VideoSceneEffectType,Free
群蝶飞舞,Video Scene Effects,VideoSceneEffectType,Free
羽毛飘落,Video Scene Effects,VideoSceneEffectType,Free
翻转变焦,Video Scene Effects,VideoSceneEffectType,Free
翻转开幕,Video Scene Effects,VideoSceneEffectType,Free
老式DV,Video Scene Effects,VideoSceneEffectType,Free
聚光灯金粉,Video Scene Effects,VideoSceneEffectType,Free
聚焦色散,Video Scene Effects,VideoSceneEffectType,Free
胶卷,Video Scene Effects,VideoSceneEffectType,Free
胶片V,Video Scene Effects,VideoSceneEffectType,Free
胶片冷绿,Video Scene Effects,VideoSceneEffectType,Free
胶片暖棕,Video Scene Effects,VideoSceneEffectType,Free
胶片滚动,Video Scene Effects,VideoSceneEffectType,Free
胶片漏光III,Video Scene Effects,VideoSceneEffectType,Free
胶片翻转,Video Scene Effects,VideoSceneEffectType,Free
胶片边框,Video Scene Effects,VideoSceneEffectType,Free
胶片闪切,Video Scene Effects,VideoSceneEffectType,Free
脉搏跳动,Video Scene Effects,VideoSceneEffectType,Free
腾云驾雾,Video Scene Effects,VideoSceneEffectType,Free
色差震闪,Video Scene Effects,VideoSceneEffectType,Free
色散冲击,Video Scene Effects,VideoSceneEffectType,Free
色散故障,Video Scene Effects,VideoSceneEffectType,Free
节奏热成像,Video Scene Effects,VideoSceneEffectType,Free
花屏故障,Video Scene Effects,VideoSceneEffectType,Free
花屏故障_II,Video Scene Effects,VideoSceneEffectType,Free
花瓣环绕,Video Scene Effects,VideoSceneEffectType,Free
荧光星河,Video Scene Effects,VideoSceneEffectType,Free
菱形光斑,Video Scene Effects,VideoSceneEffectType,Free
菱形变焦,Video Scene Effects,VideoSceneEffectType,Free
落叶_II,Video Scene Effects,VideoSceneEffectType,Free
蓝光爆闪,Video Scene Effects,VideoSceneEffectType,Free
蓝色丝印,Video Scene Effects,VideoSceneEffectType,Free
虹光旋入,Video Scene Effects,VideoSceneEffectType,Free
蛇形走位,Video Scene Effects,VideoSceneEffectType,Free
蛇蛇涂鸦,Video Scene Effects,VideoSceneEffectType,Free
西海岸涂鸦,Video Scene Effects,VideoSceneEffectType,Free
视频播放,Video Scene Effects,VideoSceneEffectType,Free
记忆存档,Video Scene Effects,VideoSceneEffectType,Free
诡异故障,Video Scene Effects,VideoSceneEffectType,Free
负片分屏,Video Scene Effects,VideoSceneEffectType,Free
负片描边,Video Scene Effects,VideoSceneEffectType,Free
负片涂鸦,Video Scene Effects,VideoSceneEffectType,Free
负片涂鸦_II,Video Scene Effects,VideoSceneEffectType,Free
负片涂鸦_III,Video Scene Effects,VideoSceneEffectType,Free
负片游移,Video Scene Effects,VideoSceneEffectType,Free
负片频闪,Video Scene Effects,VideoSceneEffectType,Free
负片频闪_II,Video Scene Effects,VideoSceneEffectType,Free
贴身粒子,Video Scene Effects,VideoSceneEffectType,Free
超大光斑,Video Scene Effects,VideoSceneEffectType,Free
超强锐化,Video Scene Effects,VideoSceneEffectType,Free
跟随运镜,Video Scene Effects,VideoSceneEffectType,Free
跟随运镜_II,Video Scene Effects,VideoSceneEffectType,Free
跳色四宫格,Video Scene Effects,VideoSceneEffectType,Free
车窗_II,Video Scene Effects,VideoSceneEffectType,Free
转运祝福,Video Scene Effects,VideoSceneEffectType,Free
轻微故障,Video Scene Effects,VideoSceneEffectType,Free
辉光开幕,Video Scene Effects,VideoSceneEffectType,Free
边缘扫光,Video Scene Effects,VideoSceneEffectType,Free
迎接2025,Video Scene Effects,VideoSceneEffectType,Free
迷幻故障,Video Scene Effects,VideoSceneEffectType,Free
迷幻荡漾,Video Scene Effects,VideoSceneEffectType,Free
迷幻震动,Video Scene Effects,VideoSceneEffectType,Free
重复变焦,Video Scene Effects,VideoSceneEffectType,Free
重复震闪,Video Scene Effects,VideoSceneEffectType,Free
金元宝,Video Scene Effects,VideoSceneEffectType,Free
金币掉落,Video Scene Effects,VideoSceneEffectType,Free
金粉飘落,Video Scene Effects,VideoSceneEffectType,Free
金色碎片,Video Scene Effects,VideoSceneEffectType,Free
金色辉光,Video Scene Effects,VideoSceneEffectType,Free
金色雪花,Video Scene Effects,VideoSceneEffectType,Free
金蛇贺岁,Video Scene Effects,VideoSceneEffectType,Free
金边闪烁,Video Scene Effects,VideoSceneEffectType,Free
金银珠宝,Video Scene Effects,VideoSceneEffectType,Free
金鱼漂浮,Video Scene Effects,VideoSceneEffectType,Free
铅笔涂鸦,Video Scene Effects,VideoSceneEffectType,Free
银杏飘落,Video Scene Effects,VideoSceneEffectType,Free
银蛇缠绕,Video Scene Effects,VideoSceneEffectType,Free
闪光弹跳,Video Scene Effects,VideoSceneEffectType,Free
闪光灯_II,Video Scene Effects,VideoSceneEffectType,Free
闪光灯IV,Video Scene Effects,VideoSceneEffectType,Free
闪电扭曲,Video Scene Effects,VideoSceneEffectType,Free
闪白_II,Video Scene Effects,VideoSceneEffectType,Free
闪粉胶片,Video Scene Effects,VideoSceneEffectType,Free
随机闪切,Video Scene Effects,VideoSceneEffectType,Free
随机马赛克,Video Scene Effects,VideoSceneEffectType,Free
隔行DV,Video Scene Effects,VideoSceneEffectType,Free
雨季_I,Video Scene Effects,VideoSceneEffectType,Free
雨滴,Video Scene Effects,VideoSceneEffectType,Free
雨滴2,Video Scene Effects,VideoSceneEffectType,Free
雪花光斑,Video Scene Effects,VideoSceneEffectType,Free
雪花变色,Video Scene Effects,VideoSceneEffectType,Free
雪花散落,Video Scene Effects,VideoSceneEffectType,Free
雪雾,Video Scene Effects,VideoSceneEffectType,Free
零帧起手,Video Scene Effects,VideoSceneEffectType,Free
雾镜_II,Video Scene Effects,VideoSceneEffectType,Free
震动光束,Video Scene Effects,VideoSceneEffectType,Free
震动发光,Video Scene Effects,VideoSceneEffectType,Free
震动屏闪,Video Scene Effects,VideoSceneEffectType,Free
震动扫光,Video Scene Effects,VideoSceneEffectType,Free
震动推镜,Video Scene Effects,VideoSceneEffectType,Free
震闪渐黑,Video Scene Effects,VideoSceneEffectType,Free
霓虹光线,Video Scene Effects,VideoSceneEffectType,Free
霓虹闪切,Video Scene Effects,VideoSceneEffectType,Free
飞机窗,Video Scene Effects,VideoSceneEffectType,Free
马赛克闪切,Video Scene Effects,VideoSceneEffectType,Free
高速彩光,Video Scene Effects,VideoSceneEffectType,Free
鱼眼_II,Video Scene Effects,VideoSceneEffectType,Free
鱼眼_III,Video Scene Effects,VideoSceneEffectType,Free
鱼眼_IV,Video Scene Effects,VideoSceneEffectType,Free
鱼眼星星,Video Scene Effects,VideoSceneEffectType,Free
鱼眼涂鸦,Video Scene Effects,VideoSceneEffectType,Free
鱼眼闪电,Video Scene Effects,VideoSceneEffectType,Free
黑白胶片,Video Scene Effects,VideoSceneEffectType,Free
